,0
SNRNP40,0.50818276
FABP3,0.0
PEF1,0.0726775
BAI2,0.0
PTP4A2,0.27538684
RP4-622L5.7,0.0
TMEM234,0.8055245
MARCKSL1,0.0
FAM229A,0.0
BSDC1,0.9135406
ZBTB8OS,0.99346733
SYNC,0.3664055
YARS,2.3289888
TMEM54,0.0
RNF19B,1.7401768
AK2,0.6757652
TRIM62,2.348173
PHC2,1.009891
SMIM12,0.23150192
DLGAP3,1e-08
ZMYM6NB,0.0
ZMYM6,1.0191407
SFPQ,0.6650022
KIAA0319L,1.4151095
RP4-728D4.2,0.17918578
PSMB2,0.18040031
C1orf216,0.0015011767
CLSPN,0.0069004674
RP4-789D17.5,0.0
COL8A2,0.04419864
TRAPPC3,0.14033023
EVA1B,0.0
STK40,1.3660268
LSM10,3.5148306
OSCP1,0.28263628
MRPS15,0.24138616
CSF3R,1e-08
LINC01137,0.4063646
MEAF6,0.23575409
SNIP1,1.4355735
GNL2,0.55774033
C1orf109,0.503098
YRDC,0.17632407
MTF1,0.81847346
INPP5B,1.7059382
SF3A3,0.6031574
FHL3,0.07102687
POU3F1,0.0
RRAGC,0.20108254
MYCBP,0.0
RHBDL2,0.0
RP11-69E11.4,1.0578856
PABPC4,0.16108306
HPCAL4,0.20979956
BMP8B,1e-08
TRIT1,1.0049356
MYCL,0.0
PPT1,0.53391147
RP1-39G22.7,0.0
COL9A2,0.073227495
RP11-656D10.3,1.2283849
RIMS3,1e-08
NFYC-AS1,0.0
CITED4,0.0
SLFNL1,2.0972812
SCMH1,2.5172403
HIVEP3,1.3428235
FOXJ3,2.2862458
ZMYND12,1e-08
LEPRE1,0.021292334
CCDC23,1.6939869
RP11-342M1.3,0.14108723
SLC2A1,0.18177861
EBNA1BP2,0.20956898
RP1-92O14.3,1.0960835
ELOVL1,0.03803083
MED8,1.0283556
HYI,0.088060685
KDM4A-AS1,1.4973193
RP11-7O11.3,1.0652868
ERI3,1.1803179
TMEM53,0.0
RP11-269F19.2,0.3268883
BEST4,1e-08
PTCH2,0.993362
EIF2B3,2.8778617
HECTD3,0.09645767
ZSWIM5,0.0
MUTYH,1.3383654
TESK2,2.670101
CCDC163P,0.10378936
PRDX1,0.03070742
CCDC17,0.0
GPBP1L1,1.2512679
IPP,1.8714089
PIK3R3,1.0253395
POMGNT1,0.39079466
LRRC41,2.3493822
MKNK1,1.3963406
ATPAF1,0.65056574
EFCAB14,1.9376701
PDZK1IP1,0.0
TAL1,1e-08
STIL,1e-08
FOXD2-AS1,0.0
SPATA6,0.80745494
BEND5,0.08788305
RP5-850O15.4,0.0
FAF1,5.7517905
RP11-296A18.3,0.5028087
RP11-296A18.6,1e-08
TTC39A,0.099908255
EPS15,3.0428665
NRD1,0.97037536
RAB3B,1e-08
TXNDC12,1.8245798
CC2D1B,0.856666
ORC1,0.0
ZCCHC11,1.5621352
COA7,1.4800632
ECHDC2,1.8187982
SLC1A7,0.041408006
C1orf123,0.26499394
MAGOH,0.039696112
RP5-1024G6.8,0.0
LRP8,1.3202367
RP11-117D22.2,0.0
NDC1,2.5202668
YIPF1,1.1395166
HSPB11,0.36306572
RP4-758J24.5,0.0
TMEM59,0.21404491
SSBP3,2.1045227
PARS2,0.550799
TTC22,0.037773166
DHCR24,0.23900066
USP24,1.739022
PPAP2B,0.0
DAB1,2.063154
OMA1,0.18562567
MYSM1,1.1709114
JUN,0.0
RP4-794H19.1,0.0
CYP2J2,0.018240951
TM2D1,1.0372819
RP11-430G17.3,0.0
DOCK7,0.951354
ITGB3BP,1.7352633
RP11-24J23.2,0.0
JAK1,0.9211924
RP11-182I10.3,0.9162044
RP4-535B20.4,0.0
RP4-535B20.1,0.0
WDR78,0.858366
SLC35D1,2.8739927
SERBP1,0.13469905
GNG12,0.0
LRRC40,0.6109427
ANKRD13C,2.3793511
ZRANB2,0.57352763
NEGR1,0.0
C1orf173,0.0
CRYZ,0.35335702
SLC44A5,0.4591888
PIGK,1.2381518
ZZZ3,2.6112685
USP33,1.3895836
FUBP1,0.92669564
RP11-386I14.4,0.0
RP11-475O6.1,4.558291
RP11-486G15.2,0.0
GNG5,0.07161617
CTBS,0.84096557
SSX2IP,0.3207707
LPAR3,1.9944206
MCOLN2,2.985603
MCOLN3,1e-08
SYDE2,1e-08
C1orf52,0.50336456
BCL10,0.28010473
ZNHIT6,1.1085433
COL24A1,4.1947417
ODF2L,1.6618886
RP4-612B15.3,0.0
SEP15,0.613591
RP11-76N22.2,0.23966734
GTF2B,0.30519828
CCBL2,1.2790034
RBMXL1,1e-08
GBP3,1.1093955
GBP1,0.42301708
GBP2,1.0320109
GBP4,0.35441965
GBP5,0.45850003
RP5-1007M22.2,2.497337
RP5-943J3.2,0.0
ZNF644,2.4151504
TGFBR3,3.5607393
GLMN,3.277042
GFI1,0.36884052
EVI5,0.3715354
FAM69A,4.847634
TMED5,0.9603319
BCAR3,1.1603907
DNTTIP2,0.15408312
GCLM,0.9572739
F3,0.037977412
CNN3,0.33199784
ALG14,1.6853836
DPYD,4.699425
FRRS1,0.0
RP5-884G6.2,0.04714441
SASS6,0.87587476
LRRC39,0.106605865
DBT,0.9486837
RP11-305E17.6,1e-08
EXTL2,0.2805593
DPH5,0.39591804
RP4-575N6.4,1.350695
VAV3,2.398172
SLC25A24,1.4127108
HENMT1,0.37718156
CLCC1,1.3737683
WDR47,0.5193024
TAF13,0.8908941
RP5-1065J22.8,0.0
PSRC1,0.0998003
SORT1,1e-08
PSMA5,0.22320648
AMIGO1,0.0
GNAT2,1e-08
GSTM3,0.022341752
ALX3,0.0
RP5-1074L1.1,0.7392532
SLC16A4,3.3818612
LAMTOR5,0.014460449
RP11-284N8.3,0.0
KCNA3,0.0
LRIF1,1.1751268
DRAM2,0.4944081
RP5-1180E21.4,0.0
RP5-1180E21.5,0.0
DENND2D,0.8448709
OVGP1,1e-08
WDR77,0.27840453
ADORA3,0.0
KCND3,1e-08
ST7L,1.825693
RP11-426L16.3,1.5910249
RHOC,0.0
SLC16A1,1.413183
RP11-31F15.2,1.3636639
PHTF1,3.2072012
RSBN1,0.8510093
PTPN22,1.8210522
BCL2L15,1e-08
AP4B1,0.5547015
RP5-1073O3.7,0.062455334
TRIM33,2.7930617
BCAS2,0.056166276
DENND2C,0.029052762
NRAS,0.4191894
CSDE1,0.50257087
SIKE1,0.5086695
TSPAN2,0.5249279
RP4-655J12.4,0.0
RP5-1086K13.1,0.06765462
CD58,1.5890654
IGSF3,1e-08
RP11-27K13.3,0.75226164
RP11-188D8.1,0.0
GDAP2,1.6556656
WARS2,1.2806801
ZNF697,0.0
REG4,0.018434614
NOTCH2,1.4749511
FCGR1B,0.0
RP11-344P13.4,0.0
RP11-344P13.6,0.0
RP11-423O2.5,0.5655343
RP11-782C8.5,0.024344113
RP11-435B5.4,0.021768073
PPIAL4G,0.0
FAM72D,1e-08
LINC00623,0.19178775
RP11-640M9.1,2.2471697
RP4-791M13.3,0.05565466
PDE4DIP,3.5794017
POLR3GL,0.6479215
RP11-315I20.1,2.7302601
NUDT17,0.33070478
POLR3C,1.2517407
CD160,0.7484048
GPR89A,1.4664145
NBPF11,0.0033988135
PRKAB2,0.8302519
FMO5,0.31847864
ACP6,0.51891804
NBPF14,0.20833202
RP11-89F3.2,0.14201076
NBPF20,0.51514316
RP5-998N21.4,0.0
RP11-277L2.3,0.8784153
HIST2H2BE,0.0
HIST2H2AB,0.0
SV2A,0.11172107
SF3B4,0.1351641
MTMR11,1e-08
OTUD7B,1.0480413
ANP32E,0.5465835
APH1A,0.1382688
ADAMTSL4-AS1,0.0
MCL1,1e-08
ENSA,6.120658
GOLPH3L,1.2979581
HORMAD1,0.0
CTSS,1.0078566
CTSK,0.025475577
ARNT,2.1690295
CERS2,0.5107618
FAM63A,0.9304834
CDC42SE1,0.6586853
LYSMD1,0.045006763
VPS72,0.93387735
RP11-126K1.2,0.033607475
PI4KB,1.3497373
RFX5,0.3490072
SELENBP1,0.0
POGZ,2.3626657
MRPL9,0.5674166
TDRKH,0.22125606
LINGO4,0.0
RORC,0.2575184
THEM4,1.2719132
S100A10,0.051368035
S100A11,0.06197731
TCHH,0.0
PGLYRP4,0.0
S100A12,1e-08
S100A8,0.0
S100A6,0.036671117
S100A5,0.0
S100A4,0.013518351
S100A2,0.0
S100A14,0.0
S100A13,0.033477902
ILF2,0.07201536
GATAD2B,3.2980192
DENND4B,0.8477284
CRTC2,0.12027208
SLC39A1,0.21316472
JTB,0.19240206
RAB13,0.009244062
NUP210L,0.8274586
TPM3,0.30839002
C1orf189,0.38187686
C1orf43,0.49041346
RP11-350G8.5,0.43874276
UBE2Q1,0.338506
ADAR,0.29992738
PMVK,0.2773733
PBXIP1,0.4240314
PYGO2,0.13189033
SHC1,0.21698876
DCST2,0.008676143
DPM3,0.22404256
KRTCAP2,0.06927533
MUC1,0.0
THBS3,0.28284898
GBA,1.6503452
FAM189B,1e-08
SCAMP3,0.82746994
CLK2,0.7341057
RUSC1-AS1,1e-08
ASH1L,0.9609379
RP11-29H23.4,0.0
YY1AP1,0.6508109
RP11-243J18.2,0.14392376
GON4L,1.233575
RIT1,0.106570095
KIAA0907,1.385341
ARHGEF2,1.9668885
SSR2,0.12890394
UBQLN4,0.74410534
MEX3A,0.0
PAQR6,0.0
SMG5,1.5994989
C1orf85,0.6356751
CCT3,0.49139056
C1orf61,0.045217983
MEF2D,1.214415
GPATCH4,0.3365248
CRABP2,0.0
ISG20L2,0.34969857
MRPL24,0.77101654
HDGF,0.30051252
SH2D2A,0.23225328
INSRR,0.0
ARHGEF11,0.21438748
ETV3L,0.010683352
ETV3,0.7921052
FCRL5,0.0
FCRL4,0.0
FCRL3,0.6379821
FCRL2,0.0
FCRL1,1e-08
AIM2,1.8210356
C1orf204,0.0512789
CCDC19,0.09255104
TAGLN2,0.06607672
IGSF9,0.0
SLAMF9,0.0
PIGM,0.0
IGSF8,0.25721934
RP11-536C5.7,0.0
DCAF8,0.817509
PEX19,1e-08
COPA,2.0272515
SLAMF6,2.467544
CD84,0.30488014
SLAMF1,3.5529072
CD48,0.13254641
CD244,0.83589756
F11R,0.0
TSTD1,0.34466445
USF1,0.3693449
ARHGAP30,1.4867597
PVRL4,0.0
PFDN2,0.0073401113
DEDD,0.63570243
RP11-297K8.2,0.03750303
B4GALT3,0.08472461
ADAMTS4,0.0
MPZ,0.32525763
FCGR3A,0.117272444
RP11-474I16.8,1e-08
SH2D1B,0.23442475
RP11-359K18.3,0.0
ALDH9A1,0.5636521
RP11-466F5.10,0.0
TMCO1,0.56068265
RP11-276E17.2,0.016740521
TADA1,0.9072621
GPA33,0.90649843
RP11-277B15.3,0.0
CD247,1.290373
CREG1,1e-08
RP3-455J7.4,0.0
MPC2,0.1902057
XCL2,0.12564424
NME7,2.1335294
SLC19A2,1e-08
F5,1.5191946
SELP,0.6866623
SELL,0.6344615
METTL18,0.03674046
SCYL3,1.187255
KIFAP3,1.6617787
VAMP4,1.3502139
PIGC,1.3325511
TNFSF4,1e-08
RP11-296O14.3,1.9570897
CENPL,0.21267383
RC3H1,1.5835835
RP11-160H22.5,0.24374312
MRPS14,3.6352594
KIAA0040,0.6005736
RFWD2,5.309181
RP11-428K3.1,0.0
ABL2,2.4911475
TOR1AIP2,1.3321182
RP11-533E19.7,0.0
RP11-533E19.5,0.0
RP5-1180C10.2,1e-08
ACBD6,1.7641824
RP11-46A10.5,0.11757999
STX6,0.9903377
GLUL,0.0062324954
RNASEL,0.88512444
RGS16,0.14909542
NCF2,1.1929901
ARPC5,0.75149643
EDEM3,1.3626794
FAM129A,15.687909
TRMT1L,0.8303667
IVNS1ABP,0.41196796
TPR,0.5742031
PTGS2,0.1938339
RP5-1011O1.2,0.13683514
UCHL5,1.0032483
RP11-101E13.5,0.0
GLRX2,0.1440894
B3GALT2,0.392776
RP11-476B1.1,0.0
ASPM,1e-08
ZBTB41,0.5331618
DENND1B,2.024569
ATP6V1G3,1e-08
RP11-553K8.5,1e-08
MIR181A1HG,5.0160627
LINC00862,0.07358505
ZNF281,0.00508838
KIF14,0.0
DDX59,0.92035574
KIF21B,0.9937797
TMEM9,0.10232586
TNNT2,0.0
LAD1,0.0
PHLDA3,0.0
CSRP1,0.11534292
ARL8A,0.72665423
PTPN7,0.8740533
UBE2T,0.35715124
KDM5B,1.2162814
RABIF,0.2969687
KLHL12,1.3872718
ADIPOR1,0.29205143
CYB5R1,0.67423195
CHI3L1,0.0
LINC01136,1e-08
ETNK2,0.25829452
PLEKHA6,0.22719894
PPP1R15B,0.31438598
PIK3C2B,1.843161
TMEM81,0.0
RBBP5,1.0814816
DSTYK,1.125061
NUAK2,1.0207068
ELK4,0.4881493
SLC45A3,0.0
NUCKS1,0.52566254
RAB7L1,0.31210145
SLC41A1,0.7526826
SLC26A9,0.0
RP11-312O7.2,0.0
C1orf186,0.0
SRGAP2-AS1,0.0
EIF2D,0.7762242
RP11-343H5.6,0.0
IL10,0.035560176
FAIM3,1.0279355
YOD1,0.09914333
LAMB3,1e-08
RP1-28O10.1,0.17854527
C1orf74,0.0
IRF6,0.0
SLC30A1,0.0
LPGAT1,1.6545635
INTS7,1.0980633
RP11-384C4.7,1.5478756
TMEM206,1.1848168
RP11-338C15.3,0.0
BATF3,0.11703987
NSL1,1.1365879
FLVCR1-AS1,2.1307442
ANGEL2,2.2058907
PTPN14,0.30129892
GPATCH2,0.7431773
RP11-135J2.4,0.0
EPRS,0.52928895
BPNT1,0.54228634
RAB3GAP2,1.9781115
DUSP10,0.24874438
RP11-815M8.1,0.0
RP11-400N13.3,1e-08
TAF1A,0.1761785
RP11-378J18.8,0.0
AIDA,1.0650709
TLR5,0.9759865
SUSD4,0.70043683
TP53BP2,1.6378345
RP11-504P24.8,0.0
NVL,2.0656505
WDR26,2.1682806
LBR,0.71357924
RP11-285F7.2,2.147017
TMEM63A,2.050004
PYCR2,1e-08
SDE2,0.7278039
ACBD3,2.7802022
LIN9,1.2157344
PARP1,0.19163975
ITPKB,1.6011112
CDC42BPA,0.10074157
JMJD4,0.0
C1orf35,0.06699049
MRPL55,0.17915714
C1orf145,0.16111432
TRIM11,0.0
HIST3H2A,0.0
CCSAP,0.42561683
NUP133,2.6851113
ABCB10,0.8554087
TAF5L,1.414928
C1orf198,1e-08
TTC13,0.8155445
FAM89A,0.45466202
C1orf131,0.4372942
EXOC8,0.0
EGLN1,0.71046
RP11-295G20.2,0.035918385
LINC00582,0.0
SIPA1L2,1e-08
PCNXL2,3.2550454
RP5-827C21.4,0.6783983
TARBP1,0.7511408
IRF2BP2,0.0018615902
RP4-781K5.6,0.0
RP11-443B7.1,0.0
RP11-443B7.3,0.0
RP4-597N16.4,0.0
TOMM20,0.19108805
RBM34,0.03372786
ARID4B,0.31877083
B3GALNT2,0.27415574
GNG4,0.86022377
LYST,2.6492121
NID1,0.0
ERO1LB,1.259473
LGALS8-AS1,0.0
RP11-385F5.5,0.0
RP11-385F5.4,0.22682594
HEATR1,2.71466
MT1HL1,0.0
GREM2,18.561607
FH,0.25400347
RP11-261C10.3,0.0
CEP170,1.8573592
AKT3,13.065795
RP11-518L10.5,0.0
ADSS,0.8382904
HNRNPU-AS1,0.5756248
HNRNPU,0.26603863
RP11-156E8.1,0.0
SMYD3,11.642187
TFB2M,0.67025703
AHCTF1,1.1413554
ZNF669,0.32340577
ZNF124,0.65823066
RP11-488L18.10,0.0
RP11-488L18.8,1e-08
ZNF496,1.4065497
SH3BP5L,0.3465932
ZNF692,0.65891737
RP11-206L10.9,2.2607765
KLHL17,0.0
PLEKHN1,1e-08
ISG15,7.197539e-05
AGRN,1e-08
B3GALT6,0.0
SCNN1D,1e-08
PUSL1,0.0
GLTPD1,1e-08
RP4-758J18.2,0.026811955
RP4-758J18.13,0.0
ATAD3C,0.19053158
ATAD3B,0.26823822
ATAD3A,0.43420854
AL645728.1,0.0
MIB2,0.046564784
MMP23B,0.0
RP11-345P4.10,0.015524469
RP11-345P4.7,0.0
RP1-140A9.1,0.0
PRKCZ,0.5763184
AL590822.2,0.0
SKI,1.6128715
RER1,0.073698185
PLCH2,0.42463556
RP3-395M20.12,0.0
TNFRSF14,0.18487158
RP3-395M20.9,0.16594073
FAM213B,0.0
PRDM16,0.0
TPRG1L,0.037140254
SMIM1,0.0
RP1-286D6.5,0.0
DFFB,0.61350733
LINC01134,0.11847383
KCNAB2,1.6661733
RNF207,0.12999035
LINC00337,0.0
RP1-202O8.3,0.0
ESPN,0.08953798
ZBTB48,0.47085592
PHF13,0.019272285
THAP3,0.6363101
CAMTA1,3.9945345
VAMP3,0.31089526
PER3,0.5022769
PARK7,0.16607079
SLC45A1,1e-08
RP5-1115A15.1,1.1403165
ENO1-AS1,0.0
CA6,2.790293
RP3-510D11.2,0.0
H6PD,1.2772353
SPSB1,2.0382507
SLC25A33,1.297123
TMEM201,1e-08
PIK3CD,5.365739
NMNAT1,1.6968735
UBE4B,2.4824157
KIF1B,2.2957332
PGD,0.4888647
APITD1,0.03908835
APITD1-CORT,0.0
CORT,0.0
RP5-1113E3.3,1e-08
PEX14,3.1961055
TARDBP,1.0150042
RP4-635E18.8,0.0
RP4-635E18.7,1.3398844
UBIAD1,2.2525964
FBXO44,1.0597808
FBXO6,0.64794755
DRAXIN,0.05216307
AGTRAP,1e-08
CLCN6,2.1811917
NPPA-AS1,1e-08
PLOD1,1e-08
MFN2,0.84575576
MIIP,0.16422439
TNFRSF8,0.2816203
TNFRSF1B,0.9903464
VPS13D,3.1221852
PDPN,0.0
PRDM2,2.1413622
TMEM51,1e-08
FHAD1,0.0
EFHD2,0.2580479
CTRC,0.0
DNAJC16,1.5329258
DDI2,2.0185583
PLEKHM2,1.2715605
SLC25A34,0.027880594
FBLIM1,0.0
SPEN,0.96957535
SZRD1,0.23183922
NECAP2,1.4587663
RP4-798A10.2,0.32066914
RP4-798A10.7,0.0
CROCC,3.2269406
PADI4,0.36675155
ARHGEF10L,0.0004200653
RP1-43E13.2,3.3094199
MRTO4,0.6251596
PQLC2,0.39067888
MINOS1,1e-08
NBL1,0.0
OTUD3,0.8994309
UBXN10,1e-08
CDA,1e-08
PINK1,0.7931143
RP5-930J4.4,0.0
RP5-1071N3.1,0.25300583
NBPF3,0.37343505
LINC00339,2.1300936
CDC42,0.09520034
RP1-224A6.9,0.0
ZBTB40,1.2122686
C1QA,0.0
C1QC,0.0
C1QB,0.0
KDM1A,1.4535869
C1orf213,0.8824671
MDS2,3.0323117
RPL11,0.021495271
TCEB3,0.21126382
PITHD1,0.7200529
LYPLA2,0.11147659
PNRC2,0.26025438
NIPAL3,2.2288215
RCAN3,2.055569
NCMAP,0.039689057
SRRM1,0.29533607
CLIC4,0.19301453
RP3-465N24.6,0.0
RHD,7.7661314
TMEM50A,0.14832559
TMEM57,2.450916
LDLRAP1,0.23029229
RP11-70P17.1,0.9435493
MAN1C1,3.4521687
MTFR1L,0.16303562
PDIK1L,0.93567735
ZNF593,0.08311341
CNKSR1,0.0
CEP85,0.49537963
SH3BGRL3,0.015204576
CD52,0.26500446
DHDDS,1.5746876
HMGN2,0.9132763
RPS6KA1,0.853526
ARID1A,1.218743
PIGV,0.66084397
ZDHHC18,1.0930496
SFN,0.0
NUDC,0.250899
WDTC1,2.083401
TMEM222,0.604987
SYTL1,0.7489191
RP1-159A19.4,0.3750725
FAM76A,0.60276073
STX12,2.1399596
PPP1R8,1.834861
THEMIS2,0.2451588
SMPDL3B,0.0
XKR8,0.040212486
ATPIF1,0.2913272
RP5-1092A3.5,0.0
SESN2,0.06923316
MED18,1.1920071
PHACTR4,1.7127737
RCC1,2.0396483
TRNAU1AP,1.3199152
RP11-442N24__B.1,1.6248372
RNU11,0.0
GMEB1,1.0755106
YTHDF2,0.11112399
EPB41,2.4567933
RP11-242O24.5,0.023236545
MATN1-AS1,0.23914361
ZCCHC17,0.7236122
SERINC2,0.0
AL136115.1,0.0
KHDRBS1,3.2097166
TMEM39B,0.5965095
KPNA6,1.4481266
TXLNA,0.493899
CCDC28B,0.5524017
IQCC,0.0
EIF3I,0.035847742
FAM167B,0.0
LCK,0.43458053
HDAC1,0.96141005
TSSK3,0.013328883
ZBTB8A,0.0
RBBP4,1.5087204
KIAA1522,1e-08
S100PBP,2.8041735
ADC,0.4866831
ZNF362,1.4935108
ZSCAN20,0.02958601
GJA4,0.0
ZMYM1,1.3164004
ZMYM4,1.9791172
NCDN,1e-08
TFAP2E,0.7412514
AGO4,3.6688597
AGO1,0.61220235
AGO3,1.4429731
ADPRHL2,0.72534364
MAP7D1,0.78120744
THRAP3,0.62330663
SH3D21,0.52150506
RP11-268J15.5,0.0
ZC3H12A,0.0026952866
CDCA8,0.0103406515
MANEAL,0.7154251
C1orf122,0.0029242763
RP11-109P14.10,1.6520872
UTP11L,0.2466029
RP5-864K19.4,1.4235479
AKIRIN1,0.5791947
NDUFS5,0.030724227
MACF1,2.5847123
PPIE,0.6831707
MFSD2A,0.22636129
CAP1,0.20628928
RLF,1.049412
ZMPSTE24,0.96813655
SMAP2,1.5219839
ZFP69B,0.42622545
ZFP69,0.46176925
EXO5,0.19401477
ZNF684,1.1956171
NFYC,2.7882097
CTPS1,1.0861274
RIMKLA,1e-08
PPCS,2.2736824
CCDC30,1.50121
PPIH,0.9822777
YBX1,0.03611877
C1orf50,3.099324
ERMAP,0.517441
ZNF691,0.6067634
SLC2A1-AS1,0.6028953
CDC20,0.0
SZT2,3.6050615
PTPRF,0.0
KDM4A,0.9613986
ST3GAL3,5.5596843
IPO13,0.00026614527
DPH2,0.0
ATP6V0B,0.007712062
B4GALT2,0.87597626
CCDC24,0.45175755
DMAP1,0.3863962
RNF220,0.14681868
C1orf228,0.6175575
KIF2C,0.036875304
RPS8,0.42165062
PLK3,0.41238925
BTBD19,1e-08
UROD,0.3870933
HPDL,0.0
TOE1,0.13880672
MMACHC,0.9029014
AKR1A1,0.61916244
NASP,0.61875
TMEM69,1.0605661
MAST2,0.92222774
LURAP1,1e-08
RAD54L,0.0
UQCRH,0.15324156
NSUN4,1.2355324
FAAH,1e-08
LINC00505,1e-08
CMPK1,0.46744838
FOXD2,0.0
CDKN2C,0.11240327
RNF11,0.5501253
RP11-275F13.1,0.0
RP11-191G24.1,0.9010349
OSBPL9,2.7017798
RP4-657D16.3,1e-08
BTF3L4,0.54408056
ZFYVE9,5.3134413
PRPF38A,0.2757244
GPX7,0.58078736
FAM159A,2.4979832
ZYG11B,1.1332299
ZYG11A,0.007803225
SCP2,0.36537337
CPT2,0.1491655
RP5-1024G6.7,0.0
RP4-784A16.5,0.27905726
LRRC42,0.21633014
TCEANC2,1.1996262
MRPL37,0.3962241
RP5-997D24.3,0.0
ACOT11,0.0
TTC4,0.0
LINC01135,1.964258
RP4-794H19.4,0.0
RP11-145M4.3,0.0
FGGY,4.4875393
RP4-782L23.1,1e-08
HOOK1,0.46884665
NFIA,1.6458075
INADL,4.321521
L1TD1,0.0
USP1,0.20667142
ATG4C,1.1520096
ALG6,1.043624
EFCAB7,1.1844766
DLEU2L,0.09985658
PGM1,0.5291757
RAVER2,0.27930877
AK4,0.5906016
DNAJC6,0.0
LEPR,1.3494723
LEPROT,0.0
PDE4B,3.8651164
TCTEX1D1,0.0
MIER1,0.73263985
IL23R,0.75817126
IL12RB2,15.133252
GADD45A,0.005486824
LRRC7,2.1256583
SRSF11,0.020861631
HHLA3,0.5787172
CTH,0.005300037
FPGT,0.0051123793
TYW3,0.72189295
ACADM,1.5178176
RABGGTB,0.38989627
ST6GALNAC3,4.914758
RP5-1102E8.3,0.0
